content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Bgs apk nya,5,Positif,bgs apk nya,bgs apk nya,"['bgs', 'apk', 'nya']",bgs apk nya
Bagus makin maju skrg,5,Positif,bagus makin maju skrg,bagus maju skrg,"['bagus', 'maju', 'skrg']",bagus maju skrg
Keren,5,Positif,keren,keren,['keren'],keren
Mantab...banyak perubahan..bisa bersaing dengan kiriman lain...tp pos aja...jauh lebih unggul dalam layanan dan harga,5,Positif,mantabbanyak perubahanbisa bersaing dengan kiriman laintp pos ajajauh lebih unggul dalam layanan dan harga,mantabbanyak perubahanbisa bersaing kiriman laintp pos ajajauh unggul layanan harga,"['mantabbanyak', 'perubahanbisa', 'bersaing', 'kiriman', 'laintp', 'pos', 'ajajauh', 'unggul', 'layanan', 'harga']",mantabbanyak perubahanbisa saing kirim laintp pos ajajauh unggul layan harga
Mengecewakan setelah diupdate,1,Negatif,mengecewakan setelah diupdate,mengecewakan diupdate,"['mengecewakan', 'diupdate']",kecewa diupdate
"Amazing Dalam satu genggaman ,, tangan",5,Positif,amazing dalam satu genggaman  tangan,amazing genggaman tangan,"['amazing', 'genggaman', 'tangan']",amazing genggam tangan
"Sangat bermanfaat,pengiriman bagus dan biayanya ekonomis",5,Positif,sangat bermanfaatpengiriman bagus dan biayanya ekonomis,bermanfaatpengiriman bagus biayanya ekonomis,"['bermanfaatpengiriman', 'bagus', 'biayanya', 'ekonomis']",bermanfaatpengiriman bagus biaya ekonomis
"Pelayanan semakin cepat, jam buka sampai malam 7 hari dalam seminggu",5,Positif,pelayanan semakin cepat jam buka sampai malam  hari dalam seminggu,pelayanan cepat jam buka malam seminggu,"['pelayanan', 'cepat', 'jam', 'buka', 'malam', 'seminggu']",layan cepat jam buka malam minggu
"Pos Indonesia sangat cepat soal pengiriman nya , pelayanan pun ramah, ada asuransi nya pun sangat murah.in the best pos Indonesia.kurirnya pun tidak ada yang nakal.2-3 hari sampai.semoga kinerja nya di pertahankan terus.jgn lembek ttp semangat mksi buat pos Indonesia dan staffnya 🙏🙏🙏",5,Positif,pos indonesia sangat cepat soal pengiriman nya  pelayanan pun ramah ada asuransi nya pun sangat murahin the best pos indonesiakurirnya pun tidak ada yang nakal hari sampaisemoga kinerja nya di pertahankan terusjgn lembek ttp semangat mksi buat pos indonesia dan staffnya ,pos indonesia cepat pengiriman nya pelayanan ramah asuransi nya murahin the best pos indonesiakurirnya nakal sampaisemoga kinerja nya pertahankan terusjgn lembek ttp semangat mksi pos indonesia staffnya,"['pos', 'indonesia', 'cepat', 'pengiriman', 'nya', 'pelayanan', 'ramah', 'asuransi', 'nya', 'murahin', 'the', 'best', 'pos', 'indonesiakurirnya', 'nakal', 'sampaisemoga', 'kinerja', 'nya', 'pertahankan', 'terusjgn', 'lembek', 'ttp', 'semangat', 'mksi', 'pos', 'indonesia', 'staffnya']",pos indonesia cepat kirim nya layan ramah asuransi nya murahin the best pos indonesiakurirnya nakal sampaisemoga kerja nya tahan terusjgn lembek ttp semangat mksi pos indonesia staffnya
Mantap bossku,5,Positif,mantap bossku,mantap bossku,"['mantap', 'bossku']",mantap bossku
Suka,5,Positif,suka,suka,['suka'],suka
"Aplikasi nya bagus,bnyk mnfaat nya.. sukses selalu posaja🤗",5,Positif,aplikasi nya bagusbnyk mnfaat nya sukses selalu posaja,aplikasi nya bagusbnyk mnfaat nya sukses posaja,"['aplikasi', 'nya', 'bagusbnyk', 'mnfaat', 'nya', 'sukses', 'posaja']",aplikasi nya bagusbnyk mnfaat nya sukses posaja
Sudah oke ni aplikasi. Tingal lebih ditingkatkan lagi,5,Positif,sudah oke ni aplikasi tingal lebih ditingkatkan lagi,oke ni aplikasi tingal ditingkatkan,"['oke', 'ni', 'aplikasi', 'tingal', 'ditingkatkan']",oke ni aplikasi tingal tingkat
"Sudah 2 hari setelah update, malah gk bisa masuk di akun sebelumnya. Nunggu kode verifikasi katanya sudah dikirim melalu sms & wa tapi gk muncul.",3,Netral,sudah  hari setelah update malah gk bisa masuk di akun sebelumnya nunggu kode verifikasi katanya sudah dikirim melalu sms  wa tapi gk muncul,update gk masuk akun nunggu kode verifikasi dikirim melalu sms wa gk muncul,"['update', 'gk', 'masuk', 'akun', 'nunggu', 'kode', 'verifikasi', 'dikirim', 'melalu', 'sms', 'wa', 'gk', 'muncul']",update gk masuk akun nunggu kode verifikasi kirim lalu sms wa gk muncul
👌,5,Positif,,,[],
"Mudah digunakan, dan harus lebih baik lagi",5,Positif,mudah digunakan dan harus lebih baik lagi,mudah,['mudah'],mudah
"Ini biji Mane minta update , setelah di update malahan gak bisa masuk ke pos aja padahal sandi udah bener noh..... Buju buneeeeengggg... Bijii lah min....",1,Negatif,ini biji mane minta update  setelah di update malahan gak bisa masuk ke pos aja padahal sandi udah bener noh buju buneeeeengggg bijii lah min,biji mane update update gak masuk pos aja sandi udah bener noh buju buneeeeengggg bijii min,"['biji', 'mane', 'update', 'update', 'gak', 'masuk', 'pos', 'aja', 'sandi', 'udah', 'bener', 'noh', 'buju', 'buneeeeengggg', 'bijii', 'min']",biji mane update update gak masuk pos aja sandi udah bener noh buju buneeeeengggg biji min
Canggih,5,Positif,canggih,canggih,['canggih'],canggih
Good,5,Positif,good,good,['good'],good
Makin lengkap dan keren daah...,5,Positif,makin lengkap dan keren daah,lengkap keren daah,"['lengkap', 'keren', 'daah']",lengkap keren daah
Mantap!! Mempermudah transaksi,5,Positif,mantap mempermudah transaksi,mantap mempermudah transaksi,"['mantap', 'mempermudah', 'transaksi']",mantap mudah transaksi
"Ini gimana mau masuk kata sandi sudah bener di keterangan id/user tidak ditemukan? Trs suruh upgrade, sudah di upgrade tetep gak bisa. Sudah pulihkan akun, gak ada kode SMS/WA yg masuk. Ini mau dipakai buat ngisi data COD, sudah WA ke CS nya gak direspon. Harus komplen ke siapa? Tolong diperbaiki, jika ada gangguan diberitahu. Jangan seperti inilah, kita kan mau dipakai buat jualan.",1,Negatif,ini gimana mau masuk kata sandi sudah bener di keterangan iduser tidak ditemukan trs suruh upgrade sudah di upgrade tetep gak bisa sudah pulihkan akun gak ada kode smswa yg masuk ini mau dipakai buat ngisi data cod sudah wa ke cs nya gak direspon harus komplen ke siapa tolong diperbaiki jika ada gangguan diberitahu jangan seperti inilah kita kan mau dipakai buat jualan,gimana masuk sandi bener keterangan iduser ditemukan trs suruh upgrade upgrade tetep gak pulihkan akun gak kode smswa yg masuk dipakai ngisi data cod wa cs nya gak direspon komplen tolong diperbaiki gangguan diberitahu dipakai jualan,"['gimana', 'masuk', 'sandi', 'bener', 'keterangan', 'iduser', 'ditemukan', 'trs', 'suruh', 'upgrade', 'upgrade', 'tetep', 'gak', 'pulihkan', 'akun', 'gak', 'kode', 'smswa', 'yg', 'masuk', 'dipakai', 'ngisi', 'data', 'cod', 'wa', 'cs', 'nya', 'gak', 'direspon', 'komplen', 'tolong', 'diperbaiki', 'gangguan', 'diberitahu', 'dipakai', 'jualan']",gimana masuk sandi bener terang iduser temu trs suruh upgrade upgrade tetep gak pulih akun gak kode smswa yg masuk pakai ngisi data cod wa cs nya gak direspon komplen tolong baik ganggu diberitahu pakai jual
Mantap juara,5,Positif,mantap juara,mantap juara,"['mantap', 'juara']",mantap juara
Luar biasa .pos aplikasi nya makin maju saja.sangat membantu dalam melacak kiriman,5,Positif,luar biasa pos aplikasi nya makin maju sajasangat membantu dalam melacak kiriman,pos aplikasi nya maju sajasangat membantu melacak kiriman,"['pos', 'aplikasi', 'nya', 'maju', 'sajasangat', 'membantu', 'melacak', 'kiriman']",pos aplikasi nya maju sajasangat bantu lacak kirim
Mantap👍👍,5,Positif,mantap,mantap,['mantap'],mantap
Bermanfaat sekali 🧡,5,Positif,bermanfaat sekali ,bermanfaat,['bermanfaat'],manfaat
Pos aja wow mantap!,5,Positif,pos aja wow mantap,pos aja wow mantap,"['pos', 'aja', 'wow', 'mantap']",pos aja wow mantap
Sangat membantu sekali untuk pengiriman,5,Positif,sangat membantu sekali untuk pengiriman,membantu pengiriman,"['membantu', 'pengiriman']",bantu kirim
Sangan bagus,5,Positif,sangan bagus,sangan bagus,"['sangan', 'bagus']",sangan bagus
"Menu pos instant blm bisa dipakai,",5,Positif,menu pos instant blm bisa dipakai,menu pos instant blm dipakai,"['menu', 'pos', 'instant', 'blm', 'dipakai']",menu pos instant blm pakai
Bagus,5,Positif,bagus,bagus,['bagus'],bagus
Bisa mempermudah proses pengantaran dan cek ongkir 😁🥰,5,Positif,bisa mempermudah proses pengantaran dan cek ongkir ,mempermudah proses pengantaran cek ongkir,"['mempermudah', 'proses', 'pengantaran', 'cek', 'ongkir']",mudah proses antar cek ongkir
Keren,5,Positif,keren,keren,['keren'],keren
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Bismillah smoga rezeki bisa beli bahan2 untuk usaha kecil kecilan aminnnn ya allah🥺🙏🤲🤲🤲🤲🤲💖,5,Positif,bismillah smoga rezeki bisa beli bahan untuk usaha kecil kecilan aminnnn ya allah,bismillah smoga rezeki beli bahan usaha kecilan aminnnn ya allah,"['bismillah', 'smoga', 'rezeki', 'beli', 'bahan', 'usaha', 'kecilan', 'aminnnn', 'ya', 'allah']",bismillah smoga rezeki beli bahan usaha kecil aminnnn ya allah
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
"Melayani sepenuh hati, tanpa basa basi. PosAja keren...",5,Positif,melayani sepenuh hati tanpa basa basi posaja keren,melayani sepenuh hati basa basi posaja keren,"['melayani', 'sepenuh', 'hati', 'basa', 'basi', 'posaja', 'keren']",layan sepenuh hati basa basi posaja keren
👍,3,Netral,,,[],
baik,5,Positif,baik,,[],
Bagus cepat,5,Positif,bagus cepat,bagus cepat,"['bagus', 'cepat']",bagus cepat
Baik,3,Netral,baik,,[],
Selalu puas dlm segala pelayanan pos,5,Positif,selalu puas dlm segala pelayanan pos,puas dlm pelayanan pos,"['puas', 'dlm', 'pelayanan', 'pos']",puas dlm layan pos
"segala urusan lebih dipermudah dengan layanan yang cepat dan mudah, gak ribet. terima kasih #posaja",5,Positif,segala urusan lebih dipermudah dengan layanan yang cepat dan mudah gak ribet terima kasih posaja,urusan dipermudah layanan cepat mudah gak ribet terima kasih posaja,"['urusan', 'dipermudah', 'layanan', 'cepat', 'mudah', 'gak', 'ribet', 'terima', 'kasih', 'posaja']",urus mudah layan cepat mudah gak ribet terima kasih posaja
"Baru liat lagi pos, setelah sekian lama ngg ngirim ngirim surat dan barang lagi ke pos, mudah mudahan ke depanny bisa lewat pos lagi😊",5,Positif,baru liat lagi pos setelah sekian lama ngg ngirim ngirim surat dan barang lagi ke pos mudah mudahan ke depanny bisa lewat pos lagi,liat pos sekian ngg ngirim ngirim surat barang pos mudah mudahan depanny pos,"['liat', 'pos', 'sekian', 'ngg', 'ngirim', 'ngirim', 'surat', 'barang', 'pos', 'mudah', 'mudahan', 'depanny', 'pos']",liat pos sekian ngg ngirim ngirim surat barang pos mudah mudah depanny pos
Keren,5,Positif,keren,keren,['keren'],keren
Bagus 👍,5,Positif,bagus ,bagus,['bagus'],bagus
"Pelayanan pos sudah lebih baik dan modern. Bisa input alamat sendiri dan simpan data. Sayang di daftar alamat belum rapi textnya, susah cari favorit. Dan fitur lacak kiriman blm terintegrasi dari history. Semoga update brkut sudah lbh baik",4,Positif,pelayanan pos sudah lebih baik dan modern bisa input alamat sendiri dan simpan data sayang di daftar alamat belum rapi textnya susah cari favorit dan fitur lacak kiriman blm terintegrasi dari history semoga update brkut sudah lbh baik,pelayanan pos modern input alamat simpan data sayang daftar alamat rapi textnya susah cari favorit fitur lacak kiriman blm terintegrasi history semoga update brkut lbh,"['pelayanan', 'pos', 'modern', 'input', 'alamat', 'simpan', 'data', 'sayang', 'daftar', 'alamat', 'rapi', 'textnya', 'susah', 'cari', 'favorit', 'fitur', 'lacak', 'kiriman', 'blm', 'terintegrasi', 'history', 'semoga', 'update', 'brkut', 'lbh']",layan pos modern input alamat simpan data sayang daftar alamat rapi textnya susah cari favorit fitur lacak kirim blm integrasi history moga update brkut lbh
Kebanyakan aplikasi,1,Negatif,kebanyakan aplikasi,kebanyakan aplikasi,"['kebanyakan', 'aplikasi']",banyak aplikasi
Setelah Update Poin tidak dapat di redeem... padahal itu daya tarik pengguna 🥴🥴🥴,1,Negatif,setelah update poin tidak dapat di redeem padahal itu daya tarik pengguna ,update poin redeem daya tarik pengguna,"['update', 'poin', 'redeem', 'daya', 'tarik', 'pengguna']",update poin redeem daya tarik guna
Kembali ke 5 krn udah sinkron,5,Positif,kembali ke  krn udah sinkron,krn udah sinkron,"['krn', 'udah', 'sinkron']",krn udah sinkron
"Sangat Baik, Karyawannya Ramah sekali 😊",5,Positif,sangat baik karyawannya ramah sekali ,karyawannya ramah,"['karyawannya', 'ramah']",karyawannya ramah
"kenapa setelah di update malahan gak bisa di gunakan,,akun dipulihkan gak bisa,,keterangan email tidak valid,padahal no ponsel sama email sudah benar",1,Negatif,kenapa setelah di update malahan gak bisa di gunakanakun dipulihkan gak bisaketerangan email tidak validpadahal no ponsel sama email sudah benar,update gak gunakanakun dipulihkan gak bisaketerangan email validpadahal no ponsel email,"['update', 'gak', 'gunakanakun', 'dipulihkan', 'gak', 'bisaketerangan', 'email', 'validpadahal', 'no', 'ponsel', 'email']",update gak gunakanakun pulih gak bisaketerangan email validpadahal no ponsel email
Bagus pt pos melayani,4,Positif,bagus pt pos melayani,bagus pt pos melayani,"['bagus', 'pt', 'pos', 'melayani']",bagus pt pos layan
Mantullll,5,Positif,mantullll,mantullll,['mantullll'],mantullll
Oke,5,Positif,oke,oke,['oke'],oke
Ngene 👍🏼,5,Positif,ngene ,ngene,['ngene'],ngene
"Selamat pagi, kak saya mau tanya kenapa update ini saya gak bisa memulihkan akun saya karena gada kode yang masuk sms ataupun whatsapp, tolong perbaiki kak Soal nya saya lagi mau pake (kerja)",3,Netral,selamat pagi kak saya mau tanya kenapa update ini saya gak bisa memulihkan akun saya karena gada kode yang masuk sms ataupun whatsapp tolong perbaiki kak soal nya saya lagi mau pake kerja,selamat pagi kak update gak memulihkan akun gada kode masuk sms whatsapp tolong perbaiki kak nya pake kerja,"['selamat', 'pagi', 'kak', 'update', 'gak', 'memulihkan', 'akun', 'gada', 'kode', 'masuk', 'sms', 'whatsapp', 'tolong', 'perbaiki', 'kak', 'nya', 'pake', 'kerja']",selamat pagi kak update gak pulih akun gada kode masuk sms whatsapp tolong baik kak nya pake kerja
Minta diupdate Habis diupdate malah ga bisa masuk Keterangan pin salah Pdhl pin betul sesuai yg sblm diupdate,1,Negatif,minta diupdate habis diupdate malah ga bisa masuk keterangan pin salah pdhl pin betul sesuai yg sblm diupdate,diupdate habis diupdate ga masuk keterangan pin salah pdhl pin sesuai yg sblm diupdate,"['diupdate', 'habis', 'diupdate', 'ga', 'masuk', 'keterangan', 'pin', 'salah', 'pdhl', 'pin', 'sesuai', 'yg', 'sblm', 'diupdate']",diupdate habis diupdate ga masuk terang pin salah pdhl pin sesuai yg sblm diupdate
Good joob .. apk krenddd,5,Positif,good joob  apk krenddd,good joob apk krenddd,"['good', 'joob', 'apk', 'krenddd']",good joob apk krenddd
🥰🥰🥰🥰🥰🥰,5,Positif,,,[],
MUDAH!!!,5,Positif,mudah,mudah,['mudah'],mudah
Mudah dan cepat sehingga dapat membantu saya dalam bisnis,5,Positif,mudah dan cepat sehingga dapat membantu saya dalam bisnis,mudah cepat membantu bisnis,"['mudah', 'cepat', 'membantu', 'bisnis']",mudah cepat bantu bisnis
Aplikasi nya gak bisa masuk segera Di proses,2,Negatif,aplikasi nya gak bisa masuk segera di proses,aplikasi nya gak masuk proses,"['aplikasi', 'nya', 'gak', 'masuk', 'proses']",aplikasi nya gak masuk proses
"Aplikasi digital pengiriman via Pos Indonesia yang semakin memudahkan para pelanggannya. Maju terus Pos Indonesia, tingkatkan layananmu untuk negeri 👍👍",5,Positif,aplikasi digital pengiriman via pos indonesia yang semakin memudahkan para pelanggannya maju terus pos indonesia tingkatkan layananmu untuk negeri ,aplikasi digital pengiriman via pos indonesia memudahkan pelanggannya maju pos indonesia tingkatkan layananmu negeri,"['aplikasi', 'digital', 'pengiriman', 'via', 'pos', 'indonesia', 'memudahkan', 'pelanggannya', 'maju', 'pos', 'indonesia', 'tingkatkan', 'layananmu', 'negeri']",aplikasi digital kirim via pos indonesia mudah langgan maju pos indonesia tingkat layan negeri
Mantap sat set,5,Positif,mantap sat set,mantap sat set,"['mantap', 'sat', 'set']",mantap sat set
Aplikasi bagus banget,5,Positif,aplikasi bagus banget,aplikasi bagus banget,"['aplikasi', 'bagus', 'banget']",aplikasi bagus banget
Aplikasi ini sangat Canggih... Memudahkan kita dalam melakukan pengiriman....,5,Positif,aplikasi ini sangat canggih memudahkan kita dalam melakukan pengiriman,aplikasi canggih memudahkan pengiriman,"['aplikasi', 'canggih', 'memudahkan', 'pengiriman']",aplikasi canggih mudah kirim
Ini gmn ya saya setelah updet ga bisa masuk apk pos aja pdahal sandinya benr ga ada yg salah,1,Negatif,ini gmn ya saya setelah updet ga bisa masuk apk pos aja pdahal sandinya benr ga ada yg salah,gmn ya updet ga masuk apk pos aja pdahal sandinya benr ga yg salah,"['gmn', 'ya', 'updet', 'ga', 'masuk', 'apk', 'pos', 'aja', 'pdahal', 'sandinya', 'benr', 'ga', 'yg', 'salah']",gmn ya updet ga masuk apk pos aja pdahal sandi benr ga yg salah
Good job,5,Positif,good job,good job,"['good', 'job']",good job
Untuk apa di install kalau di arakan ke web juga ? Kurang kerjaan. Dan keterangan samain aja la sama expedisi lain gak bingung bacanya. Gak jelas paket sampao mana keteranganya.,1,Negatif,untuk apa di install kalau di arakan ke web juga  kurang kerjaan dan keterangan samain aja la sama expedisi lain gak bingung bacanya gak jelas paket sampao mana keteranganya,install arakan web kerjaan keterangan samain aja la expedisi gak bingung bacanya gak paket sampao keteranganya,"['install', 'arakan', 'web', 'kerjaan', 'keterangan', 'samain', 'aja', 'la', 'expedisi', 'gak', 'bingung', 'bacanya', 'gak', 'paket', 'sampao', 'keteranganya']",install ara web kerja terang samain aja la expedisi gak bingung baca gak paket sampao keteranganya
Mantap pertahankan & tingkatkan terus,5,Positif,mantap pertahankan  tingkatkan terus,mantap pertahankan tingkatkan,"['mantap', 'pertahankan', 'tingkatkan']",mantap tahan tingkat
Not recomended!!!!!!!,1,Negatif,not recomended,not recomended,"['not', 'recomended']",not recomended
terimakasih Pos baru pertama nyoba smoga berhasil..,5,Positif,terimakasih pos baru pertama nyoba smoga berhasil,terimakasih pos nyoba smoga berhasil,"['terimakasih', 'pos', 'nyoba', 'smoga', 'berhasil']",terimakasih pos nyoba smoga hasil
mantap pos semakin ok,5,Positif,mantap pos semakin ok,mantap pos ok,"['mantap', 'pos', 'ok']",mantap pos ok
Ok,5,Positif,ok,ok,['ok'],ok
Terima kasih pt pos indonesia aplikasi ini sngat membantu,5,Positif,terima kasih pt pos indonesia aplikasi ini sngat membantu,terima kasih pt pos indonesia aplikasi sngat membantu,"['terima', 'kasih', 'pt', 'pos', 'indonesia', 'aplikasi', 'sngat', 'membantu']",terima kasih pt pos indonesia aplikasi sngat bantu
