content,score,Label
Pos memang ruarrrbiasa... kirim regular tapi sehari sampai... good job pak pos...terus jaga kwalitas ya..,5,Positif
pengiriman sabgat joss reguler serasa sameday,5,Positif
aplikasi sangat membantu untuk proses kiriman paket saya. Terima kasih Pos Aja,5,Positif
mantafss aplikasinya sangat berguna bagi olshop,5,Positif
sangat mudah bisa membantu,5,Positif
sangat membantu sekali,5,Positif
mantab,4,Positif
"Good apk, thanks",5,Positif
mudah dan cepat,5,Positif
pengiriman lebih cepat dan mudah,5,Positif
keren bangetz,5,Positif
sangat memuaskan,5,Positif
"Pakai Aplikasi Pos Aja, cepat dan nyaman..",5,Positif
pake POS AJA makin oke,5,Positif
Pos Aja...makin okeee...fitur lengkap dan memudahkan dalam berkirim paket atau dokumen,5,Positif
Terpercaya,5,Positif
"sangat mudah dan cepat proses nya, jaya terus PT. POS Indonesia",5,Positif
Muzizat Zulkarnain oke bagus,5,Positif
Makin kereenn kantor pos,5,Positif
"wes enak-enak, manuto aku",5,Positif
Ok,1,Negatif
mantap,5,Positif
mantab kali bah....josss,5,Positif
Mau kirim & pesan materai bisa langsung order lewat apk ini Mantul,5,Positif
ok,5,Positif
mantap,5,Positif
cepat tepat akurasi waktu sesuai yg diharapkan,5,Positif
memudahkan pengiriman surat dan paket ... mantap,5,Positif
"Loading bnget, sperti jaman GPRS",1,Negatif
mantap,1,Negatif
"Mohon klo lagi Login trus ke Profil, Utk tampilan Nominal Rp.000 di Ganti Tanda Rp.xxx , Tkhs",5,Positif
aplikasi bagus dan mantap,5,Positif
sangat membantu,5,Positif
Good app sangat membantu,5,Positif
mantabss jadi lbh mudah bertransaksi utk mengirimkan brg,5,Positif
"Okey deh, Kantor Pos Kota Bukittinggi, Anak Kami jadi bisa makan RENDANG tepat waktu. Terima kasih POS",5,Positif
"Posaja ngebantu banget.. tanpa keluar rmh, q bisa kirim kemana pun.. harga bersahabat.. pengantaran nya cepet bngt.. pokonya ga nyesel download posaja.",5,Positif
Oke,5,Positif
Log outnya mana ya?,1,Negatif
Lancar dan aman,5,Positif
Aplikasi mudah digunakan n ga perlu cape2 bawa barang.tinggal order n barang dijemput kerumah..makasih pak pos,5,Positif
ok,5,Positif
"sangat membantu untuk mengirimkan paket dan surat tanpa harus datang ke loket, karena bisa dipickup, gratis lg.",5,Positif
Pakai PosAja! pengiriman paket dan dokumen jadi lebih mudah.praktis cepat dan mantap pokoknya 👍👍,5,Positif
cara pengoperasiannya mudah yg membuat saya nyaman dengan pos aja,5,Positif
Puas banget.. . Cepat dan tepat.. . Moga aja konsisten istiqomah memuaskan pelanggan.. . 👍👍👍,5,Positif
Bagus,5,Positif
Mantab aplikasi nya,5,Positif
Keren tingkatkan terus,5,Positif
the besttt,5,Positif
mantap,5,Positif
good,5,Positif
keren nih aplikasi,5,Positif
Bagus,5,Positif
kerennn,5,Positif
"Maaf, data tidak update secara real time. Dr kemarin smp siang ini tdk ada update.",1,Negatif
apk ssangat membantu...terimakasih POSAJA,5,Positif
PosAja bukan main,5,Positif
Aplikasi pos aja ok,5,Positif
Pos aja mantap,5,Positif
Pos aja bagus banget,5,Positif
Pos aja keren,5,Positif
"Mmantaf cara menggunakanny mudah di pahami, dan lebih cepat,.maju terus pos juara",5,Positif
semakin canggih,5,Positif
Orang pintar pake posaja,5,Positif
mantap 👍,5,Positif
Masih setia.. Aplikasi yg sangat berguna. Pemakaian mudah dan sangat membantu sekali. Pos Indonesia sangat kreatif dan inovatif,5,Positif
memudahkan pelanggan,5,Positif
Mantap,5,Positif
Sangat membantu,5,Positif
semoga semakin canggih,5,Positif
pos semakin baik dalam pengiriman semoga kedepanya semakin dipercaya banyak orang,5,Positif
Mantafff,5,Positif
pos aja is the best,5,Positif
bagus tapi g ada fitur kolektif jadi rada lama entrinya ditambah wajib isi email sedangkan tidak ada konfirmasi apapun ke email kayak g penting penting banget gitu semoga bisa lebih sat set lagi supaya memudahkan,3,Netral
sangat membatu sekali apk iniii guys,5,Positif
bagus sekali,5,Positif
Mantap,5,Positif
Lebih mudah kirim paket,5,Positif
baik,5,Positif
lebih praktis dan cepat,5,Positif
"lebih mudah, tanpa keluar rumah untuk mengirim surat dan paket,",5,Positif
"Keren pos jadi lebih moderen,",5,Positif
pos sekarang lebih baik dan makin baik,5,Positif
lebih cepat dan praktis,5,Positif
pos lebih modern....👍,5,Positif
lebih mudah dan cepat,5,Positif
mantaf,5,Positif
penggunaan mudah dan tidak ribet,5,Positif
Alhamdulillah,3,Netral
sangat membantu usaha saya,5,Positif
ok,5,Positif
hebat,5,Positif
"Waktu input data penerima placeholder yg ada dikolom tertulis ""masukkan kel/kec/kota/kodepos"" ketika data penerima aku ketik desa/ kelurahan alamat penerima tidak ada, padahal kecamatannya sudah sesuai, kode pos juga sudah sesuai tapi kenapa semua nama desa yang ada di kecamatan yg saya tuju tidak ada / tidak sesuai. Jadi ragu mau pakai aplikasi posaja!",4,Positif
Kereen,5,Positif
Sukses selalu,5,Positif
pos makin memudahkan konsumen,5,Positif
Baru mau intal tapi kayanya sangat membantu NNT untuk sebagai sebagai penjual online untuk kirim barang kemanapun seluruh Indonesia...,5,Positif
bagus,5,Positif
Bagis,5,Positif
Mantab,5,Positif
bagus,5,Positif
memudah kan kami,5,Positif
Aplikasi yang sangat memudahka untuk pengiriman,5,Positif
mantap. bisa order bisa dr Rumah,5,Positif
juuara,5,Positif
Top.. jdi lebih simple aja,5,Positif
layanan cepat no ribet ribet,5,Positif
mantap jadi lebih mudah kirim paket or surat,5,Positif
Aplikasi mantul,5,Positif
Kirim paket ke seluruh dunia ya pos aja..gampang aman dan terpercaya,5,Positif
"Aplikasi yang sangat bagus,, untuk kemudahan dan kenyamanan Pelanggan... Semoga PT POS INDONESIA TETAP JAYA...",5,Positif
aplikasinya masih kurang praktis penggunaannya...,5,Positif
PosAja Ok,5,Positif
Lebih cepat pickup lebih baik,5,Positif
Tidak di antar sampai tujuan,1,Negatif
Saya suka dengan pelayanan pos Indonesia,3,Netral
Bgus,5,Positif
i love PosAja!,5,Positif
Aplikasi pos aja memang keren👍,5,Positif
Memudahkan kirim barang pakai pos aja..,5,Positif
Sangat membatu sekali aplikasi ini bagi pelanggan pos indonesia,5,Positif
"mudah,cepat,praktis",5,Positif
Aplikasi ini cocok utk oara seller krn fitur dan dashboardnya lengkap.,4,Positif
"good performance, POS JUARA, MENUJU JUARA LOGISTIK NASIONAL",5,Positif
Pos sekarang makin oke,5,Positif
Mudah dan cepat POSAJA! memang HEBAT,5,Positif
Mudah dan cepat posaja memang hebat,5,Positif
murah dan terpercaya,5,Positif
Mantap aplikasinya,5,Positif
Layanan ok banget,5,Positif
Ok,5,Positif
aplikasi yg sangat simpel mudah dan sangat membantu,5,Positif
Aplikasi sering loding.data seluler bagus wifi bagus.masih aja loding.gak kayak aplikasi pengiriman yg lain.harus di benahi,2,Negatif
Semakin mudah dan praktis,5,Positif
mantap aplikasi pos,5,Positif
pos aja memang aling simple,5,Positif
sangat mudah kirim kirim surat/paket,5,Positif
"sangat bagus, memudahkan pelanggan",5,Positif
"Solusi untuk pengiriman yg mudah murah dan cepat ...., PosAja lebih berpengalaman di bidangnya 👍",5,Positif
PosAja memudahkan mengirim barang tanpa ribet buat kaum rebahan sangat membantu tanpa harus keliar rumah ...trimakasih pt.pos indonesia,5,Positif
suka sekali,5,Positif
Sangat bermanfaat dan sangat membantu 🥰👍,5,Positif
"Posaja mmg top markotop sesuai kebutuhan saya di era digital saat ini, makasih PT Pos, tetap saya tunggu kreativitas lainnya untuk memberikan layanan terbaiknya",5,Positif
Pengiriman cepat,5,Positif
Aplikasinya oke dan mudah digunakan,5,Positif
Banyak mitra bayar nya,5,Positif
Pos Aja mantap,5,Positif
Mudah digunakan..,5,Positif
Pos aja ya,5,Positif
Mantaff..,5,Positif
Mengirim barang cepat sampai ke alamat tujuan dan petugas ramah,5,Positif
"Pilih pick up.. cpt di jemput, cek ongkir...",5,Positif
"Pengiriman nya lambat , udah pake express bayar mahal² tetap aja sama kayak pake reguler",1,Negatif
Saya mencoba kirim brg .ternyata Kualitas pengiriman sangat lambat . Respon lambat..... Bener bener payah . Perusahaan BUMN kok malah kualitas nya seperti ini,1,Negatif
Lumayanlah dari pada lumanyun,5,Positif
Bintang 4 aja dulu. Hanya sedikit kurang puas aja dengan kerja para kebanyakan kurirnya di seluruh indonesia. Kita kirim paket otomatis no HP tercantum di paket. Supaya kalok ada kendala di alamat penerima si kurir bisa menghubungi no HP pengirim untuk sama2 saling membantu. Biyar semua berjalan lancar. Tapi kebanyakan kurir yg di tugaskan mengirim paket dan mendapatkan no HP pemesan belum aktif. Rumah kosong. Itu seharus nya jangan asal direturs. Hubungi dulu no HP pengirim.,4,Positif
ok,1,Negatif
Kirim paket jd gampang gak perlu repot ke ktr pos,5,Positif
TOP BGT,5,Positif
praktis dan hemat waktu,5,Positif
Mantap,4,Positif
"2 bintang dulu, Susah banget mau daftar udah pake 3 nomer tetep aja kode verifikasi gak keluar mulu..",2,Negatif
mantaaap,5,Positif
"Keren... Tdk perlu beranjak dri rmh, tempat kerja ke pos office, cukup dng PosAja Pos Indonesia (Persero) kiriman tiba di alamat tujuan...👍👌 Bahkan pembyran ongkir bisa melalui transferan POSPAY Giro Pos Indonesia. Mantap, nyaman dan terintegrasi..👍👍👍👍🙏💪",5,Positif
"PosAja Mantap ,,",5,Positif
bagus,4,Positif
Semoga ke depan pos lebih baik,5,Positif
sangat memuaskan,5,Positif
lebih Baik,5,Positif
Sangat membantu,5,Positif
sangat baik dan sangat membantu,5,Positif
Pos aja mantap,5,Positif
mantapss,5,Positif
Luar biasa...Layanan PosAja assiiikk dan keren euy...👍😉,5,Positif
the beast,4,Positif
"Enak banget aplikasi, order jam 12 siang dua jam kemudian dah di pick up makasih banyak pos indonesia hanya gak ada pembayaran pakai e money",5,Positif
keren pos semakin mudah mengirim paket,5,Positif
Buat penjual Online ..enak nih ..ga mesti repot ke kantor pos....barang bisa di pick up dan kiriman ddatang sesuai eatimasi bahkan lebih cepat dari estimasi ....pos menjangkau sampai pulau kecil..Luar biasa..!! Terima kasih Pa pos 🙏🙏,5,Positif
mantap,5,Positif
kirim gak perlu ke kantor pos lansung di jemput. Apk yg sangat membantu,5,Positif
cocok untuk saya yang jualan online tidak perlu keluar rumah,5,Positif
Pos Keren,5,Positif
Suka banyak point'nya,5,Positif
Bagus,5,Positif
"Paket belum sampai 2 hari tapi di status aplikasi sudah sampai, gimana ini?",1,Negatif
Ajib lah malesan amat bng kaga niat kerja ape ampe 3 hari diem di tempat...yang bnr aja lah,1,Negatif
coba dulu,3,Netral
sangat mudah,5,Positif
gercep,5,Positif
Aplikasi yang memudahkan ddan bermanfaat.,5,Positif
mantap,4,Positif
"Aplikasi mantap,, sangat terbantu dlm pengiriman barang.. Pos Aja Mantapp",5,Positif
"Ekspedisi busuk, plat merah juga. Kirim paket sesama jawa timur saja bisa seminggu. Pantesan kalah sama ekspedisi lain. Harga sama saja, pelayanan sangat buruk",1,Negatif
Sangat terbantu,5,Positif
terbaik,5,Positif
Mantaabbbb,5,Positif
aplikasi teruss,5,Positif
"Joss.. Memudahkan agar tidak lama ketika kirim paket ke Kantor Pos, tinggal kasih kode booking, bayar, dapat resi, pulang lagi 🤣",5,Positif
Bagus sekali pake ini,5,Positif
"Tau nggak ngapa aku mampir sini, gegara mo komplain. Hadeh ga abis pikir,aku kirim paket cm dari gunkid ke Bantul tok,Kalo perjalanan sendiri mungkin cm butuh 2 jam tp nyatanya apa 4 hari baru sampe,kek keselll banget, Ga lagi lagi deh pake pos, oke klo 2 hari it's fine mungkin ada Kendala, tapi masalahnya dihari ke2 kurirnya dah minta shareloc sm penerima. Ya harusnya hari itu dah nyampe doongg ehhhh malah hari ke 4 baru nyampe... Kemana aja tuh.... Ini buat kurirnya, biar jadi pertimbangan",1,Negatif
Top,5,Positif
sangat memudahkan,5,Positif
lebih mudah dan simple,5,Positif
juara,5,Positif
Lumayan mempercepat proses di loket,5,Positif
Good,5,Positif
posaja cakep,5,Positif
pos aja semakin jayab,5,Positif
sangat memuaskan,5,Positif
"mantap, mudah sekali ga pake ribet 🫰🫰🤩🤩",5,Positif
Sangat membantu kami sebagai UMKM,5,Positif
Mempermudah dan mempercepat proses pengiriman,5,Positif
good mantap,5,Positif
"Amat sangat membantu untuk hal COD, tapi kecepatan pengiriman belum merata sepertinya .. ada yang sangat sat set 👍👍",5,Positif
baik,5,Positif
aplikasi sangat membantu kirim barang diruma saja,5,Positif
Luar biasa. kereen banget,5,Positif
Terbaik 🙏💪💪💪❤️ Juara PT POS INDONESIA 💘👍,5,Positif
Simple sangat membantu banget,5,Positif
mantap,5,Positif
pos aja sangat tepat.dan cepat sampai,1,Negatif
"aplikasi yg bagus, TDK repot2 LG klw urusan paket, sangat membantu",5,Positif
aplikasinya mantap mau kirim tdk usah repot lagi langaung didatengin,5,Positif
mantap,5,Positif
T O P BANGET,5,Positif
"Pakai PosAja, semua jadi mudah dan hemat waktu",5,Positif
pos aja mantap,5,Positif
👍👍👍,5,Positif
Sangat membantu,5,Positif
"aplikasi pos aja untuk tarif dalam kota sangat murah, bisa jadi referensi teman2 jika, tarif ojol lagi mahal, gaskan",3,Netral
kirim2 jadi gampang dengan posaja,5,Positif
"mudah digunakan, dan layanan cepat",5,Positif
"Ini aplikasinya kog sering eror Gimana sih untuk buka aplikasinya aja gak bisa pas buka pin disuruh ""coba lagi beberapa saat nanti trus"" dan untuk cek resi kadang bisa kadang enggak tolong diperbaiki lagi aplikasinya",1,Negatif
"Wah,,erroor",2,Negatif
Dipersulit di registrasi dan gk bisa masuk,1,Negatif
"Keren pokonya tidak mengecewakan,pengiriman juga cepat hanya semalam 😍 i love it pull pokonya",5,Positif
Ruar biasa,5,Positif
Appnya bagus bisa terhubung ke app pospay,5,Positif
Terimah kasih PosAja... Telah menemani hari2 ku dlm pngiriman paket.,5,Positif
Pelayanan cepat,5,Positif
"Baru nyoba instal mungkin ada perubahan , mau pake pos di toko online saya, ga taunya masih kayak dulu, mau tracking resi saya saja tidak bisa, kalo tracking di webnya baru bisa",1,Negatif
"keren, udah bisa di pick up. Tapi harga di pos aja sama di kantor pos berbeda. Jadi bingung saya",3,Netral
Ok,5,Positif
sangat baik mudah digunakan,5,Positif
sangat membantu,4,Positif
Lebih cepat dan aman,3,Netral
"mantap,,ngga pake lama,,ngga pake ribet😘",5,Positif
Pos juara,5,Positif
Membantu saat LG mager,5,Positif
Bagus dan mudah dan murah,5,Positif
mantap,5,Positif
posaja mantaaapppp,5,Positif
"aplikasi nya bagus sekali...Gak perlu repot2 ke Kantor Pos Untuk kirim , barang lgsg di pick up di rumah ,...",5,Positif
oke,5,Positif
memudahkan untuk bertransaksi dimanapun berada,5,Positif
sangat memudahkan,5,Positif
Aplikasi sangat keren... Cara mudah kirim2 paket dari rumah,5,Positif
Sangat membantu untuk cek harga dan pick-up kiriman barang,5,Positif
Terbaik...👍👍👍,5,Positif
Coba dulu,5,Positif
Kami suka krn mudah menggunakannya,5,Positif
mantap,5,Positif
Luar Biasa Mantap,5,Positif
"Fitur tidak lengkap, tidak ada fitur dana terkumpul dan dana cair dari tiap paket.. Juga tracking nya tidak lengkap..",2,Negatif
pos juara,5,Positif
Aplikasinya simple dan mudah,5,Positif
"Mantap aplikasinya,",5,Positif
Nise,5,Positif
duo jempol,5,Positif
Mantab,4,Positif
Guys ngoni Marger ?? Order Pickup pake PosAja 🤩🤩🤩 #OrangManadoPakaiPosAja 😎😎,5,Positif
Very good,5,Positif
Sistem pentarifan kiriman agar disesuaikan dg Apk Mille,5,Positif
Sangat puas,5,Positif
"Aplikasinya bagus, mudah digunakan, informatif seperti info ongkir, lacak kiriman, kode pos, dan banyak diskon nya.",5,Positif
aplikasi user friendly,5,Positif
sangat mudah untuk request pick up,5,Positif
"Aplikasi yg komplit tidak perlu repot bisa dgn aplikasi ini, modern skrg Pos Indonesia",5,Positif
Aplikasi yg mantap dan bermanfaat,5,Positif
Mudah transaksinya,5,Positif
Sangat bermanfaat gaeess,5,Positif
mantap user friendly..,5,Positif
"Mantap pos aja, cek ongkir, transaksi di jalanpun bisa👍👍👍",5,Positif
"POSAJA memang bener2 solusi utk pengiriman paket anda , bisa diandalkan",5,Positif
bagus,5,Positif
Ok,5,Positif
Gampang mudah menguunakannya,5,Positif
"sangat membantu, bagi yang mager..ckup dari rumah saja, pak pos langsung jmput kirimnnya ke rumag",5,Positif
Aplikasi yang sangat membantu,5,Positif
mantap,5,Positif
Saya menggunakan jasa POS Indonesia sebagai wujud mendukung program dalam negeri,5,Positif
Mantap sekarang stay dirumah saja,5,Positif
sangat membantu,5,Positif
Keren...punya,5,Positif
Pokoke mantap pos aza,5,Positif
Praktis n mudah,5,Positif
Posaja okee,5,Positif
Mantap keren lebih mudah bertransaksi kirim paket atau kirim surat,5,Positif
mantap,5,Positif
incredible,5,Positif
"Sangat membantu,Tggal ketik di Aplikasi Cek tarif kiriman ,pilihan Order ( nggu dipickup saja atau Dateng ke Kantor pos lgsg )",5,Positif
Sangat mudah dan membantu dalam pengiriman paket dan surat. Terimakasih Pos Aja,5,Positif
Mantap,5,Positif
ok mantap,5,Positif
"mantap, kirim kirim lebih mudah",5,Positif
jualan mudah dengan layanan pickup,5,Positif
pos aja semakin keren,5,Positif
Memudahkan semua transaksi kiriman,5,Positif
Ok.,5,Positif
Kirim paket... k PosAja!,5,Positif
kirim paket pake posaja lebih nyaman.,5,Positif
Memudahkan segala nya,5,Positif
"cepat & mudah akses, tepat untuk pengguna online shop juga perorangan",5,Positif
Yok cari CUAN di sini...,5,Positif
mantap,5,Positif
aplikasi posaja memudahkan kami tuk mengirim paket di kantor pos cukup di rumah aja,5,Positif
mantap pos aja memudah dalam melakukan pengiriman,5,Positif
terbaik,5,Positif
puas,5,Positif
membantu sekali... buat pembisnis online,5,Positif
terbaik,5,Positif
terbaik,5,Positif
pake pos aja.. sangat memudahkan saat mengirim... good PT pos indonesia... kereeennn,5,Positif
good,5,Positif
pos aja mantap,5,Positif
Apakah dari pos aja...terus memakai aplikasi pospay sama aja .......atau beda...,5,Positif
good,5,Positif
good emejing,5,Positif
Mantul aplikasinya,5,Positif
Solusi utk kmi bisnis barang dagangan.,5,Positif
"keren, duduk diam di rumah, bisa kirim paket",5,Positif
bagus,5,Positif
Edun Euy,5,Positif
baik,5,Positif
mantap,5,Positif
mantap,5,Positif
aplikasi yang sangat bermanfaat,4,Positif
Dengan Pos aja semuanya jdi cepat.cukup dri rumah saja,5,Positif
"pos Aja paling memudahkan kirim paket , tanpa ribet, bisa kirim dari rumah ,,,",5,Positif
mantap,5,Positif
mavelous 100 persen joss,5,Positif
tingkatkan dan kembangkan lagi...,5,Positif
mantap... aplikasinya sangat bagus,5,Positif
"Dengan aplikasi Pos Aja, kirim-kirim barang lebih mudah, tanpa ribet bawa sana gotong situ, tinggal order langsung dateng deh petugas pos nya jemput kerumah, barang aman dan mudah dilacak , hatur nuhun Pos Indonesia.",5,Positif
aplikasi yang sangat membantu,5,Positif
lebih mudah dalam berkirim paket,5,Positif
Gercepki,5,Positif
keren,5,Positif
pos aja mantap,5,Positif
Top markotop...jempol dua,5,Positif
mantap sangat membantu,5,Positif
pos aja,5,Positif
"aplikasinya sangat membantu untuk berjualan online bisa cek tarif,cek paket dan caranya pun simple",5,Positif
mantaaaaapppp,5,Positif
"aplikasi user friendly, sebagai masukan tolong bisa dimunculkan layanan paket murah di fitur COD",5,Positif
Pos aja mantap,5,Positif
Suka sama aplikasinya. jdi gak ribet. simple,5,Positif
sukses 👍👍👍,5,Positif
mantap pos.. sekarang bisa lebih canggih dan cepat sampai,5,Positif
"aplikasinya bagus,,sederhana, gampang makenya,,kurir pickupnya juga cepett,,",5,Positif
Sangat bagus sekali,5,Positif
Mantap,5,Positif
Kirim kirim jadi lebih mudah,5,Positif
